"site_no","SAMPLE_DATE","Dec_Lat","Dec_Long","AP","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT"
441301074364801,2015-11-02,44.218861,-74.616778,"Y","CHLORIDE",3.15,"mg/L"
441307076082501,2015-11-04,44.218667,-76.141556,"N","CHLORIDE",94.3,"mg/L"
441337074333602,2020-09-09,44.226944,-74.56,"Y","CHLORIDE",6.6,"mg/L"
441521074030701,2014-07-09,44.255611,-74.051472,"Y","CHLORIDE",0.28,"mg/L"
441525073464301,2019-09-10,44.256833,-73.778722,"Y","CHLORIDE",125,"mg/L"
441636075375701,2015-11-04,44.276611,-75.6325,"N","CHLORIDE",8.59,"mg/L"
441656073325202,2019-09-11,44.282417,-73.547972,"Y","CHLORIDE",8.06,"mg/L"
441703074294501,2020-08-26,44.28422,-74.49594,"Y","CHLORIDE",1.18,"mg/L"
441703074294501,2020-08-26,44.28422,-74.49594,"Y","CHLORIDE",1.17,"mg/L"
441743073361901,2014-07-09,44.297139,-73.606444,"Y","CHLORIDE",1.19,"mg/L"
441758075550101,2015-11-04,44.2995,-75.917056,"N","CHLORIDE",74.1,"mg/L"
442045074064801,2019-09-09,44.346075,-74.113397,"Y","CHLORIDE",62.2,"mg/L"
442101073425601,2014-10-28,44.350556,-73.715583,"Y","CHLORIDE",1.19,"mg/L"
442101073425601,2019-09-10,44.350556,-73.715583,"Y","CHLORIDE",20.2,"mg/L"
442332075113901,2020-07-29,44.392306,-75.194417,"N","CHLORIDE",7.35,"mg/L"
442334073244001,2019-09-11,44.392778,-73.411111,"Y","CHLORIDE",10.2,"mg/L"
442513073481601,2014-12-09,44.421,-73.8065,"Y","CHLORIDE",0.41,"mg/L"
442844075350101,2015-11-19,44.478972,-75.583417,"N","CHLORIDE",45.5,"mg/L"
442859073250301,2019-09-16,44.483056,-73.4175,"Y","CHLORIDE",0.88,"mg/L"
443014074541201,2020-07-22,44.50375,-74.90325,"N","CHLORIDE",4.74,"mg/L"
443021075042901,2015-11-17,44.505833,-75.074444,"N","CHLORIDE",5.94,"mg/L"
443022073520701,2019-09-18,44.506139,-73.868694,"Y","CHLORIDE",1.18,"mg/L"
443115075040801,2020-07-30,44.520972,-75.069111,"N","CHLORIDE",9.02,"mg/L"
443249073263001,2014-10-06,44.542944,-73.426417,"Y","CHLORIDE",1.8,"mg/L"
443306074555101,2015-11-17,44.551583,-74.930917,"N","CHLORIDE",5.82,"mg/L"
443306074555101,2020-07-22,44.551583,-74.930917,"N","CHLORIDE",6.99,"mg/L"
443329075412101,2020-09-08,44.558056,-75.689167,"N","CHLORIDE",6.01,"mg/L"
443526073502601,2014-06-30,44.591111,-73.839861,"Y","CHLORIDE",29.5,"mg/L"
443606074525801,2020-09-17,44.611222,-74.877139,"N","CHLORIDE",0.56,"mg/L"
443714075241001,2020-07-30,44.618325,-75.401378,"N","CHLORIDE",72,"mg/L"
443731073543601,2019-09-18,44.625194,-73.910056,"Y","CHLORIDE",4.24,"mg/L"
443758074273001,2015-11-18,44.63325,-74.458611,"Y","CHLORIDE",2.82,"mg/L"
443927075291301,2015-11-16,44.658028,-75.488139,"N","CHLORIDE",24,"mg/L"
443935074303201,2020-09-16,44.669806,-74.535528,"Y","CHLORIDE",0.58,"mg/L"
444008073441201,2019-09-17,44.668889,-73.736667,"Y","CHLORIDE",0.74,"mg/L"
444041075313101,2020-07-21,44.678222,-75.525389,"N","CHLORIDE",275,"mg/L"
444200075114801,2015-11-03,44.699583,-75.196278,"N","CHLORIDE",20.8,"mg/L"
444203073325801,2014-10-07,44.707889,-73.546306,"N","CHLORIDE",2.19,"mg/L"
444204073325901,2019-09-16,44.701111,-73.549722,"N","CHLORIDE",45.2,"mg/L"
444204074073301,2015-11-18,44.701,-74.126278,"Y","CHLORIDE",0.48,"mg/L"
444439074594601,2015-11-17,44.744028,-74.996444,"N","CHLORIDE",31.4,"mg/L"
444454075075401,2020-07-23,44.752667,-75.213833,"N","CHLORIDE",36.2,"mg/L"
444455074124102,2015-11-18,44.748611,-74.211389,"N","CHLORIDE",7.36,"mg/L"
444455074124102,2020-09-16,44.748611,-74.211389,"N","CHLORIDE",8.71,"mg/L"
444456074400301,2015-11-03,44.748778,-74.667444,"N","CHLORIDE",0.85,"mg/L"
444721074453501,2020-09-17,44.787611,-74.755611,"N","CHLORIDE",4.91,"mg/L"
444746074594501,2020-09-17,44.796167,-74.995778,"N","CHLORIDE",68.7,"mg/L"
445104073390001,2014-11-24,44.842083,-73.646472,"N","CHLORIDE",0.85,"mg/L"
445334073451301,2019-09-17,44.892667,-73.7535,"N","CHLORIDE",6.56,"mg/L"
445343073264401,2019-09-04,44.895139,-73.445528,"N","CHLORIDE",81.6,"mg/L"
445435074540402,2015-11-19,44.909639,-74.901056,"N","CHLORIDE",1160,"mg/L"
445916074095001,2015-11-16,44.988056,-74.163111,"N","CHLORIDE",1.05,"mg/L"
445933074291801,2015-11-16,44.991944,-74.490833,"N","CHLORIDE",44,"mg/L"
445933074291801,2015-11-16,44.992611,-74.488194,"N","CHLORIDE",44,"mg/L"
445933074291801,2020-07-23,44.991944,-74.490833,"N","CHLORIDE",85.5,"mg/L"
445933074291801,2020-07-23,44.992611,-74.488194,"N","CHLORIDE",85.5,"mg/L"
445939073275102,2014-10-08,44.986472,-73.455028,"N","CHLORIDE",184,"mg/L"
