FID,Shape,OBJECTID,FIN,ACRES,SHORELINE_,WATER,SHAPE_AREA,SHAPE_LEN,POLY_AREA,PERIMETER
8798,Polygon ZM,9799,H-240-180-P799-19-11-3-P816-2-P817-4-P822-1-P823,56.636676,2.527476,Long Lake,229201.4124,4067.586387,56.636852,4067.586387
8799,Polygon ZM,9800,H-240-180-P799-19-11-3-P816-2-P817-1-1A-P819,15.122203,0.837158,Cold Spring Lake,61197.62933,1347.277897,15.12225,1347.277897
8800,Polygon ZM,9801,H-240-180-P799-19-11-P825,22.829509,1.15796,North Branch Lake,92388.11589,1863.559338,22.82958,1863.559338
9077,Polygon ZM,9879,SL-25-82-17-P5127,7.201616,0.717398,Unnamed Water,29144.02211,1154.542946,7.201638,1154.542946
9078,Polygon ZM,9880,SL-25-P309-14-P5308,2.518302,0.339642,Unnamed Water,10191.24704,546.602026,2.51831,546.602026
9080,Polygon ZM,9882,SL-25-P382,74.881427,2.149884,Partlow Lake,303035.5954,3459.909788,74.88166,3459.909788
9081,Polygon ZM,9883,SL-25-93-P263,4.547002,0.320676,Carr Pond,18401.13881,516.078594,4.547016,516.078594
9082,Polygon ZM,9884,SL-25-73-42-P5224,7.957658,0.660365,Unnamed Water,32203.62941,1062.756194,7.957683,1062.756194
9084,Polygon ZM,9886,SL-25-P309-10-4-P5297,0.841617,0.186665,Unnamed Water,3405.918373,300.409128,0.84162,300.409128
9167,Polygon ZM,9673,H-240-144-21-2-1-A-P740D,1.818876,0.248346,Unnamed Water,7360.759454,399.675611,1.818882,399.675611
9170,Polygon ZM,9676,H-240-144-13-P717-3-P732-1-P734-1-2-P736,6.059968,0.399523,Little Holmes Lake,24523.91726,642.971236,6.059987,642.971236
9171,Polygon ZM,9677,H-240-144-13-P717-1-P718-2-P724,166.359978,2.915222,Pine Lake,673237.6395,4691.604786,166.360497,4691.604786
9172,Polygon ZM,9678,H-240-144-13-P717-1-P718-2-P724-1-P725,19.89496,0.960236,Indian Lake,80512.36785,1545.35369,19.895022,1545.35369
9190,Polygon ZM,8632,H-240-180-74-21-P862,36,1.9,T Lake,145744.3166,3121.522576,36.014173,3121.522576
9191,Polygon ZM,8633,H-240-180-74-21-P863,8.7,0.7,Unnamed Water,35257.38067,1201.073005,8.712281,1201.073005
9896,Polygon ZM,10871,H-240-180-P799-19-11-3-P816,24.069687,1.146578,Mud Lake,97406.95794,1845.242334,24.069762,1845.242334
9897,Polygon ZM,10872,H-240-180-P799-19-P832A,13.744703,0.837329,Unnamed Water,55623.06283,1347.553592,13.744746,1347.553592
9898,Polygon ZM,10873,H-240-180-P799-19-29-P829,33.53523,1.3142,Boyer Lake,135712.8046,2115.003515,33.535335,2115.003515
9948,Polygon ZM,10249,H-240-144-43-P786,105.885075,2.317582,Morehouse Lake,428503.4115,3729.793842,105.885405,3729.793842
9949,Polygon ZM,10250,H-240-P843E,1.743187,0.26302,Unnamed Water,7054.457504,423.290405,1.743193,423.290405
9952,Polygon ZM,10253,SL-25-P309-14-P336,15.00094,0.629978,Simmons Pond,60706.89174,1013.853282,15.000986,1013.853282
9953,Polygon ZM,10254,SL-25-101-24-P5189,8.647095,0.640118,Unnamed Water,34993.69252,1030.172162,8.647122,1030.172162
9954,Polygon ZM,10255,SL-25-73-26-23-2-P5193,3.776483,0.464659,Unnamed Water,15282.94651,747.797799,3.776495,747.797799
9955,Polygon ZM,10256,SL-25-126-5-1-P351,10.380934,0.851659,Muir Pond,42010.31571,1370.61451,10.380966,1370.61451
9964,Polygon ZM,10551,H-240-180-P929,98.658218,2.458468,Mud Lake,399257.2419,3956.527862,98.658526,3956.527862
9965,Polygon ZM,10552,H-240-180-P929-1-P930,88.462561,2.609061,South Lake,357996.7154,4198.88489,88.462837,4198.88489
9966,Polygon ZM,10553,H-240-180-102-P928,14.388536,1.247229,Laurence Pond,58228.57211,2007.223933,14.388581,2007.223933
9983,Polygon ZM,10895,H-240-180-P799-19-6-P817B,7.95299,0.805659,Snyders Pond,32184.73631,1296.585388,7.953015,1296.585388
9984,Polygon ZM,10896,H-240-180-P799-19-11-3-P816-2-P817-4-2-P821,13.568337,0.789804,Big Metcalf Lake,54909.32986,1271.069006,13.568379,1271.069006
9985,Polygon ZM,10897,H-240-144-37-12-P773,12.314499,0.921226,West Creek Lake,49835.21006,1482.573252,12.314538,1482.573252
9986,Polygon ZM,10898,H-240-180-P799-19-2A-P5340,2.49382,0.29785,Unnamed Water,10092.17147,479.343888,2.493828,479.343888
10062,Polygon ZM,10590,H-240-144-21-P746,73.993722,1.670653,Ayers Lake,299443.1677,2688.660239,73.993953,2688.660239
10063,Polygon ZM,10591,H-240-144-21-2-P740C,5.330763,0.521979,Unnamed Water,21572.91755,840.044868,5.330779,840.044868
10079,Polygon ZM,10922,H-240-180-P799-19-30-P830A,6.262667,0.586984,Unnamed Water,25344.21563,944.660804,6.262687,944.660804
10080,Polygon ZM,10923,H-240-144-28-A-1-2-P5323,18.198158,0.825612,Unnamed Water,73645.62702,1328.695635,18.198215,1328.695635
10081,Polygon ZM,10924,H-240-180-P799-19-16-P5361,0.457548,0.107365,Unnamed Water,1851.638487,172.78804,0.457549,172.78804
10121,Polygon ZM,10592,H-240-144-13-P717-2-P727-1-P729,40.064331,1.506564,Otter Lake,162135.2428,2424.585005,40.064456,2424.585005
10122,Polygon ZM,10593,H-240-144-13-P717-2-P727-1-P730,32.112972,1.393305,Stewart Lake,129957.1068,2242.311383,32.113072,2242.311383
10123,Polygon ZM,10594,H-240-144-13-P717-3-P732-1-P734,30.073792,1.156832,Bellows Lake,121704.8049,1861.74457,30.073886,1861.74457
10124,Polygon ZM,10595,H-240-144-13-P717-3-P732-1-1-P733,6.13211,0.451052,Prairie Lake,24815.86707,725.898925,6.132129,725.898925
10126,Polygon ZM,10597,H-240-144-13-P717-2-P727,45.364398,1.183061,Green Lake,183583.9404,1903.955374,45.36454,1903.955374
10143,Polygon ZM,10932,H-240-180-69-P839,31.853055,1.602082,Swan Lake,128905.2571,2578.306463,31.853155,2578.306463
10144,Polygon ZM,10933,H-240-180-74-1-P840A,6.023306,0.589217,Unnamed Water,24375.55288,948.254814,6.023325,948.254814
10145,Polygon ZM,10934,H-240-180-69-1-P837,2.496171,0.24219,Bullhead Pond,10101.6866,389.767099,2.496179,389.767099
10146,Polygon ZM,10935,H-240-144-43-P786-3-P787,19.929259,0.762611,Barto Lake,80651.17415,1227.305442,19.929322,1227.305442
10147,Polygon ZM,10936,H-240-180-70-12-P5365,0.68548,0.154439,Unnamed Water,2774.048995,248.545969,0.685482,248.545969
10179,Polygon ZM,10308,SL-25-P309-11-3B-P5278,2.588595,0.345006,Unnamed Water,10475.71599,555.23411,2.588604,555.23411
10181,Polygon ZM,10310,SL-25-73-24-2-P144,10.393105,0.483891,Big Hill Pond,42059.57289,778.748664,10.393138,778.748664
10182,Polygon ZM,10311,SL-25-73-40-P5168,1.96359,0.480844,Unnamed Water,7946.396704,773.844842,1.963596,773.844842
10184,Polygon ZM,10313,SL-25-101-24-8A-P5187,1.380639,0.246983,Unnamed Water,5587.270998,397.481058,1.380644,397.481058
10185,Polygon ZM,10314,SL-25-73-26-16-P5176,1.21674,0.330752,Unnamed Water,4923.992287,532.295,1.216744,532.295
10186,Polygon ZM,10315,SL-25-73-26-6-P156,4.431849,0.716857,Unnamed Water,17935.12731,1153.672182,4.431863,1153.672182
10188,Polygon ZM,10317,SL-25-P155,2.065011,0.238712,Unnamed Water,8356.835954,384.170104,2.065017,384.170104
10191,Polygon ZM,10320,SL-25-P5229,2.906123,0.308638,Unnamed Water,11760.70948,496.706199,2.906132,496.706199
10192,Polygon ZM,10321,SL-25-73-39-P218,5.6187,0.494109,Twin Ponds,22738.16331,795.193151,5.618718,795.193151
10193,Polygon ZM,10322,SL-25-120A-P5285,0.896242,0.274278,Unnamed Water,3626.97638,441.407813,0.896245,441.407813
10218,Polygon ZM,11064,SL-1-162-6-P221,180.500201,2.458336,Moose Pond,730461.3192,3956.31633,180.500763,3956.31633
10219,Polygon ZM,11065,SL-1-65-31-P5050,0.954017,0.146972,Unnamed Water,3860.787184,236.529052,0.95402,236.529052
10220,Polygon ZM,11066,SL-1-P78,18.287487,0.945967,Marsh Ponds,74007.13149,1522.389198,18.287544,1522.389198
10221,Polygon ZM,11067,SL-1-P5162,4.029757,0.361584,Unnamed Water,16307.9114,581.914176,4.029769,581.914176
10222,Polygon ZM,11068,SL-1-P5085,2.596947,0.483748,Unnamed Water,10509.51165,778.51862,2.596955,778.51862
10223,Polygon ZM,11069,SL-1-P109-11-14-P136A,4.310915,0.636615,Unnamed Water,17445.72465,1024.534069,4.310929,1024.534069
10224,Polygon ZM,11070,SL-1-P5163,5.946268,0.423997,Unnamed Water,24063.78956,682.357658,5.946287,682.357658
10225,Polygon ZM,11071,SL-1-P293-13-P320,0.734581,0.15901,Unnamed Water,2972.756247,255.903023,0.734583,255.903023
10234,Polygon ZM,10001,H-240-180-74-23-P867,10.103718,0.559727,Buck Ponds,40888.4596,900.794308,10.103749,900.794308
10235,Polygon ZM,10002,H-240-180-85-12-P889,4.087212,0.401497,Amber Pond,16540.4256,646.148396,4.087225,646.148396
10236,Polygon ZM,10003,H-240-P894,4.313919,0.345693,Unnamed Water,17457.88266,556.340028,4.313933,556.340028
10237,Polygon ZM,10004,H-240-180-85-P898,3.770902,0.470287,Lower Metcalf Chain Lake,15260.36128,756.855307,3.770914,756.855307
10238,Polygon ZM,10005,SL-25-133-P368,9.512087,0.647682,Hitchins Pond,38494.20331,1042.345288,9.512116,1042.345288
10239,Polygon ZM,10006,SL-25-73-26-42-P196,74.986947,2.660392,Bear Pond,303462.6219,4281.494875,74.987181,4281.494875
10247,Polygon ZM,10014,SL-25-P309-9-B-P5276,7.152285,0.594448,Unnamed Water,28944.38741,956.673395,7.152308,956.673395
10322,Polygon ZM,10025,H-240-180-P799-19-10-P814,14.956652,0.906245,Mounts Creek Lake,60527.66691,1458.462786,14.956699,1458.462786
10324,Polygon ZM,10027,H-240-144-38-P780,28.464971,0.907417,Black Cat Lake,115194.1099,1460.348394,28.465059,1460.348394
10325,Polygon ZM,10028,H-240-144-38-1-P771-1-P778,13.220265,0.874018,Ferris Vly,53500.72681,1406.598197,13.220306,1406.598197
10326,Polygon ZM,10029,H-240-144-44-P790,34.516281,1.918089,Big Alderbed,139682.9941,3086.870412,34.516389,3086.870412
10327,Polygon ZM,10030,H-240-180-P799-19-11-3-P816-2-P817-1-P818,11.931068,0.976998,Potter Pond,48283.51277,1572.329478,11.931105,1572.329478
10335,Polygon ZM,10350,H-240-180-100-P925-1-P926,64.999405,2.064189,Sampson Lake,263044.3109,3321.997578,64.999607,3321.997578
10336,Polygon ZM,10351,H-240-180-100-P925-2-P927,5.480799,0.380433,Bullhead Pond,22180.09718,612.248633,5.480817,612.248633
10337,Polygon ZM,10352,H-240-180-99-P921-1-P922,2.651484,0.272634,Mica Lakes,10730.21811,438.763364,2.651492,438.763364
10338,Polygon ZM,10353,H-240-180-100-P925-1-P925A,4.29278,0.492425,Unnamed Water,17372.33556,792.483438,4.292794,792.483438
10339,Polygon ZM,10354,H-240-180-99-P921,14.395619,1.010868,Mica Lakes,58257.23746,1626.83691,14.395664,1626.83691
10340,Polygon ZM,10355,H-240-180-91-4-P917,3.690904,0.301944,Unnamed Water,14936.61993,485.933263,3.690916,485.933263
10341,Polygon ZM,10356,H-240-180-100-P925,21.827186,0.910583,Sampson Bog,88331.83995,1465.443532,21.827254,1465.443532
10342,Polygon ZM,10357,H-240-180-100-P923,1.715578,0.266325,Unnamed Water,6942.723664,428.609258,1.715583,428.609258
10368,Polygon ZM,11004,H-240-144-38-2-P778A,17.51508,0.825738,Morley Lake,70881.29933,1328.899675,17.515135,1328.899675
10415,Polygon ZM,10380,SL-25-126-3-P347,5.333707,0.487436,Little Shallow Pond,21584.83299,784.453953,5.333724,784.453953
10416,Polygon ZM,10381,SL-25-P281,205.13708,6.587963,Star Lake,830163.6309,10602.31979,205.137719,10602.31979
10437,Polygon ZM,11132,SL-25-73-P237,144.940558,3.50669,Long Pond,586555.973,5643.482571,144.941009,5643.482571
10438,Polygon ZM,11133,SL-25-P309-12-1-P327,21.738604,1.639621,Cowhorn Pond,87973.36277,2638.718713,21.738672,2638.718713
10439,Polygon ZM,11134,SL-25-73-26-43-P198,43.995716,2.229571,Lower South Pond,178045.0579,3588.153706,43.995853,3588.153706
10444,Polygon ZM,11139,H-369-P127-58-6-P202A,10.700032,0.659006,Unnamed Water,43301.66791,1060.569576,10.700066,1060.569576
10445,Polygon ZM,11140,H-369-20-43-2-P269,6.666764,0.512852,Unnamed Water,26979.54512,825.357452,6.666785,825.357452
