FID,Shape,OBJECTID,FIN,ACRES,SHORELINE_,WATER,SHAPE_AREA,SHAPE_LEN,POLY_AREA,PERIMETER
3073,Polygon ZM,2538,H-369-P126A,465.385973,9.336349,Stewarts Bridge Reservoir,1883357.747,15025.42703,465.387423,15025.42703
3087,Polygon ZM,2552,ONT-19-P690,14.7,0.6,Pleasant Lake,59671.55892,926.208295,14.74515,926.208295
3128,Polygon ZM,2963,SLC-P5207,4.471365,0.429436,West Bear Pond,18095.04342,691.11087,4.471379,691.11087
3129,Polygon ZM,2964,SLC-32-69-P225,190.021481,8.79267,Madawaska Pond,768992.7281,14150.45981,190.022073,14150.45981
3130,Polygon ZM,2965,SLC-32-20-26-P5198,0.78633,0.159886,Unnamed Water,3182.175618,257.31229,0.786332,257.31229
3132,Polygon ZM,2967,C-101-P367-65-5-6-P386,33.6,1.6,Island Pond,136099.9385,2514.077282,33.630997,2514.077282
3133,Polygon ZM,2968,C-128-6-5-P409,2,0.3,Spectacle Ponds,7903.005567,445.018672,1.952873,445.018672
3135,Polygon ZM,3250,C-P5161,2,0.3,Unnamed Water,8100.973645,408.390751,2.001792,408.390751
3136,Polygon ZM,3251,C-P5180,0.2,0.1,Unnamed Water,826.210087,125.609841,0.204161,125.609841
3137,Polygon ZM,3252,C-25-26-4-1-P222-P5176,7.2,0.6,Unnamed Water,29029.26216,998.424972,7.173281,998.424972
3138,Polygon ZM,3253,C-86-P345-1-P346,8,0.5,Big Lock Pond,32492.86906,773.864254,8.029156,773.864254
3139,Polygon ZM,3254,C-93-1A-7-P348,12.3,0.6,Bullpout Pond,49820.96418,1038.341165,12.311017,1038.341165
3140,Polygon ZM,3255,C-86-P347,18,1.1,Upper Feeder Pond,72972.70134,1803.132181,18.031931,1803.132181
3141,Polygon ZM,3256,C-96-4-6-P5239,11.7,0.6,Goosepuddle Pond,47427.7672,898.270779,11.719646,898.270779
3142,Polygon ZM,3257,SLC-P276,5.286535,0.356241,Unnamed Water,21393.93371,573.315871,5.286551,573.315871
3143,Polygon ZM,3258,SLC-32-6-26-2-P5084,0.674872,0.11756,Unnamed Water,2731.120315,189.194997,0.674874,189.194997
3144,Polygon ZM,3259,SLC-P5201,0.61604,0.126866,Unnamed Water,2493.037074,204.171162,0.616042,204.171162
3150,Polygon ZM,3265,C-P350,3.7,0.3,Snake Pond,14983.98204,455.620278,3.702619,455.620278
3152,Polygon ZM,3267,C-96-P355-5-P358,24,0.8,Clear Pond,97211.54111,1300.721871,24.021474,1300.721871
3153,Polygon ZM,3268,C-P354,27.6,1.1,Lost Pond,111516.2672,1775.631846,27.556245,1775.631846
3154,Polygon ZM,3269,C-P397,0.2,0.1,Unnamed Water,837.214314,127.166255,0.20688,127.166255
3155,Polygon ZM,3270,C-96-P355-4-P357,20.1,0.9,Grizzle Ocean,81252.35915,1487.064025,20.077877,1487.064025
3156,Polygon ZM,3566,ONT-19-81-18-17-15-2-P748,47,1.6,Bubb Lake,190394.0298,2640.029434,47.047348,2640.029434
3157,Polygon ZM,3567,ONT-19-81-18-17-P739-2-P741,16.9,0.8,Mountain Pond,68549.36937,1223.1708,16.938903,1223.1708
3158,Polygon ZM,3568,C-25-3-3A-P5163,1.5,0.3,Unnamed Water,6156.062767,454.793588,1.521195,454.793588
3159,Polygon ZM,3569,C-101-P367-54-P380,11.1,1.1,Cranberry Pond,44867.72305,1779.479866,11.087046,1779.479866
3160,Polygon ZM,3570,ONT-19-81-18-17-15-P746,120.3,2.4,Moss Lake,486638.2649,3840.089324,120.250828,3840.089324
3161,Polygon ZM,3571,ONT-19-81-18-7-P722,3.7,0.4,Rock Pond,14775.36099,629.435801,3.651068,629.435801
3162,Polygon ZM,3572,ONT-19-81-18-17-P739-3-P743,32,1,West Lake,129466.8455,1592.553458,31.991926,1592.553458
3163,Polygon ZM,3573,ONT-19-81-7-A-P5383,4.3,0.4,Unnamed Water,17244.03963,652.945739,4.261091,652.945739
3164,Polygon ZM,3574,ONT-19-40-P493-6-3-P507,1.7,0.3,Unnamed Water,7023.350285,403.185697,1.735506,403.185697
3165,Polygon ZM,3575,ONT-19-40-P493-19-P539-5-P541-7-3-2-P550,23.5,1.5,Frank Pond,95030.26664,2371.130196,23.48247,2371.130196
3166,Polygon ZM,3576,ONT-19-40-P493-19-P539-5-P541-7-P565-3-P5297,0.3,0.1,Unnamed Water,1213.593614,182.844364,0.299885,182.844364
3167,Polygon ZM,3577,C-25-26-28-P243,80.8,1.8,Connery Pond,327184.1032,2900.749983,80.848881,2900.749983
3195,Polygon ZM,2593,ONT-19-57-17-P642,40.6,2,Grass Pond,164379.9881,3267.989482,40.619144,3267.989482
3196,Polygon ZM,2594,ONT-19-40-P493-19-P539-5-P541-7-3-P552-2-1-P559,19,1.3,Fly Ponds,76900.85573,2050.90882,19.002598,2050.90882
3197,Polygon ZM,2595,ONT-19-40-P493-7-P528-1-P5277,2.4,0.7,Unnamed Water,9582.770381,1071.995582,2.367952,1071.995582
3198,Polygon ZM,2596,ONT-19-81-18-7-2-P5645,0.5,0.1,Unnamed Water,2016.133199,232.681173,0.498197,232.681173
3199,Polygon ZM,2970,C-3-25-P5054,8.1,1.1,Unnamed Water,32597.34534,1722.607993,8.054972,1722.607993
3200,Polygon ZM,2971,C-3-25-14-C-P5045,4.5,0.5,Moon Pond,18051.26743,773.332358,4.460561,773.332358
3203,Polygon ZM,2974,C-P5041,1,0.2,Unnamed Water,3870.03224,252.622959,0.956305,252.622959
3205,Polygon ZM,2976,C-3-P20-9-P21,0.8,0.2,Mud Pond,3410.484436,355.989503,0.842748,355.989503
3206,Polygon ZM,2977,C-3-P20-9-P21,0.5,0.1,Mud Pond,2180.18956,225.018195,0.538736,225.018195
3207,Polygon ZM,2978,C-P5052,0.9,0.2,Unnamed Water,3837.500927,288.574385,0.948266,288.574385
3208,Polygon ZM,2979,C-P5053,1,0.2,Unnamed Water,4234.373128,313.626613,1.046335,313.626613
3212,Polygon ZM,2983,SLC-32-52-P179A-5-P206,141.472013,4.155071,Jones Pond,572519.2164,6686.951878,141.472454,6686.951878
3218,Polygon ZM,3271,C-96-P355-2-P356,54.8,2.5,Berrymill Pond,221573.9381,4012.011828,54.752064,4012.011828
3219,Polygon ZM,3272,C-P1,47.5,1.5,Lake Champlain,192142.6549,2417.088294,47.479442,2417.088294
3220,Polygon ZM,3273,C-P5242,2,0.3,Unnamed Water,7928.242952,428.580844,1.95911,428.580844
3221,Polygon ZM,3274,C-21-9C-P5075,3.1,0.3,Unnamed Water,12747.26046,533.049415,3.149914,533.049415
3222,Polygon ZM,3275,C-27-P5167,1.3,0.5,Unnamed Water,5388.278916,734.109541,1.331472,734.109541
3223,Polygon ZM,3276,ONT-19-40-20-1-P5204,2,0.5,Green Pond,8231.755911,832.28832,2.034109,832.28832
3224,Polygon ZM,3277,ONT-19-40-18-5-P443,25,1.1,Pepperbox Pond,101070.2108,1745.842322,24.974971,1745.842322
3225,Polygon ZM,3278,ONT-19-81-7-1-P701-1-4-P5452,5.3,0.9,Unnamed Water,21560.06801,1524.975274,5.327604,1524.975274
3226,Polygon ZM,3279,ONT-19-81-18-17-14-P736-2-4-P5346,7.2,1,Unnamed Water,29231.30699,1571.370454,7.223207,1571.370454
3228,Polygon ZM,3281,ONT-19-40-P493-19-P539-5-P541-7-3-P549,27.8,1.6,Little Salmon Pond,112492.9568,2531.226731,27.79759,2531.226731
3229,Polygon ZM,3282,ONT-19-P1007-8-1-P1009,1,0.2,Unnamed Water,4046.599581,248.009133,0.999936,248.009133
3230,Polygon ZM,3283,ONT-19-81-18-P782A-24-P797,13.6,0.6,Unnamed Water,54994.03794,1000.107761,13.589311,1000.107761
3231,Polygon ZM,3284,ONT-19-104-2-P951-1-P952,21.4,1,Lily Lake,86773.62047,1615.127664,21.44221,1615.127664
3232,Polygon ZM,3285,ONT-19-81-7-1-2-P5425,3.6,0.5,Unnamed Water,14496.10209,846.385409,3.582062,846.385409
3233,Polygon ZM,3616,H-438-20-P5435,0.808424,0.184243,Unnamed Water,3271.587219,296.511657,0.808426,296.511657
3234,Polygon ZM,3617,UH-P345,0.687363,0.129184,Unnamed Water,2781.669793,207.901136,0.687365,207.901136
3235,Polygon ZM,3618,H-391-33-8-P361,0.077872,0.049441,Unnamed Water,315.136092,79.56727,0.077872,79.56727
3236,Polygon ZM,3619,H-391-33-8-P365,448.994668,5.990205,Friends Lake,1817024.224,9640.32049,448.996067,9640.32049
3237,Polygon ZM,3620,H-461-P597-17-P612,3.417876,0.290804,Panther Pond,13831.70919,468.005121,3.417887,468.005121
3241,Polygon ZM,3624,ONT-19-40-P449-4-P5185,33.2,1.7,Beaver Meadow Brook Pond,134231.7563,2762.501941,33.16936,2762.501941
3243,Polygon ZM,3626,C-128-9-P5271,1.6,0.2,Unnamed Water,6312.857484,328.65159,1.55994,328.65159
3244,Polygon ZM,3627,C-128-2-P405,2.6,0.3,Vanderburg Pond,10447.15077,450.968248,2.581545,450.968248
3245,Polygon ZM,3628,C-128-8B-P5269,5.3,0.4,Unnamed Water,21485.20726,657.525701,5.309106,657.525701
3246,Polygon ZM,3629,C-P250,121.1,2.5,Mirror Lake,489998.1946,3946.266727,121.081084,3946.266727
3247,Polygon ZM,3630,C-25-26-28-1-P241,13.6,0.7,Big Cherrypatch Pond,54969.94432,1195.770842,13.583357,1195.770842
3248,Polygon ZM,3631,C-25-26-31-1-P247,19.3,0.9,Holcomb Pond,78111.37458,1406.184518,19.301724,1406.184518
3249,Polygon ZM,3632,C-25-26-33A-P5194,4.4,1,Unnamed Water,17972.81452,1655.869104,4.441175,1655.869104
3250,Polygon ZM,3633,ONT-19-81-7-1-10-P700,16.4,1,East Pine Pond,66211.43715,1584.885058,16.361188,1584.885058
3251,Polygon ZM,3634,ONT-19-40-P493-6-3-P508,12.5,1.3,Ginger Pond,50719.48865,2079.706802,12.533048,2079.706802
3252,Polygon ZM,2597,ONT-19-81-18-P782D-10-P787A-2-4-P792,9.2,0.5,Unnamed Water,37341.86237,814.231725,9.227367,814.231725
3253,Polygon ZM,2598,ONT-19-70-3A-P5381,0.8,0.2,Unnamed Water,3105.72265,334.203143,0.76744,334.203143
3254,Polygon ZM,2599,ONT-19-81-58-16-P5612,7.5,0.6,Unnamed Water,30186.58768,905.723261,7.459262,905.723261
3263,Polygon ZM,2608,UH-P390,4.10232,0.391578,Mud Pond,16601.56521,630.185442,4.102332,630.185442
3264,Polygon ZM,2609,UH-P5463,1.019583,0.180148,Unnamed Water,4126.123214,289.920188,1.019586,289.920188
3265,Polygon ZM,2610,H-391-36-P371-1-P5383,4.680736,0.32751,Densmore Pond,18942.34356,527.077818,4.680751,527.077818
3271,Polygon ZM,2616,H-503-P680-5-P682-6-4-P685-10-P687-4-P687A,0.27795,0.107387,Unnamed Water,1124.827932,172.822224,0.277951,172.822224
3272,Polygon ZM,2617,H-466-P5490,0.420502,0.130821,Unnamed Water,1701.717043,210.536474,0.420503,210.536474
3273,Polygon ZM,2618,H-461-P597-26-9-P613,92.88645,2.926985,Mason Lake,375899.6298,4710.535702,92.886739,4710.535702
3274,Polygon ZM,2619,H-398-3-P512-1-2-P5350,1.120906,0.154207,Penny Pond,4536.162167,248.17182,1.120909,248.17182
3275,Polygon ZM,2620,UH-P613B,0.346171,0.093993,Unnamed Water,1400.909829,151.267304,0.346172,151.267304
3276,Polygon ZM,2621,ONT-19-40-P493-19-P539-5-P541-7-3-6-P551,33.3,1.6,Hardigan Pond,134638.9668,2609.731878,33.269984,2609.731878
3277,Polygon ZM,2622,ONT-19-81-44-7-P5533,1.4,0.2,Unnamed Water,5824.119413,320.173983,1.43917,320.173983
3278,Polygon ZM,2623,ONT-19-104-P981-1-P982-2-P984,7.7,0.6,Bloodsucker Pond,31322.21243,886.402354,7.73988,886.402354
3279,Polygon ZM,2624,ONT-19-P724,7.6,0.5,Wheeler Pond,30709.52718,853.963836,7.588483,853.963836
3287,Polygon ZM,2996,C-48-6-10-12-P288,52.6,2.1,Big Pond,213029.8227,3415.982846,52.640769,3415.982846
3288,Polygon ZM,2997,C-48-6-10-12-P5360,1.5,0.3,Unnamed Water,6022.936239,504.70292,1.488299,504.70292
3292,Polygon ZM,3286,ONT-19-60-6-3-P667,3.8,0.5,East Pond,15565.12957,805.285829,3.846224,805.285829
3294,Polygon ZM,3288,ONT-19-57-7B-P5111,5.6,0.7,Unnamed Water,22590.20516,1129.052054,5.582156,1129.052054
3295,Polygon ZM,3289,ONT-19-40-P493-2-1-P495,7.8,0.7,Jackson Pond,31682.04358,1195.170176,7.828797,1195.170176
3296,Polygon ZM,3290,ONT-19-81-55-11-P5561,3.9,0.5,Unnamed Water,15940.34817,791.89414,3.938942,791.89414
3297,Polygon ZM,3291,ONT-19-40-P5134,0.6,0.2,Unnamed Water,2368.958166,263.021471,0.585382,263.021471
3298,Polygon ZM,3292,ONT-19-P5095,0.6,0.1,Unnamed Water,2291.959543,215.093557,0.566355,215.093557
3300,Polygon ZM,3294,ONT-19-81-18-P782C-19-P5526,1.3,0.5,Unnamed Water,5073.147276,749.015715,1.253601,749.015715
3321,Polygon ZM,3494,C-P223,5.9,0.4,Unnamed Water,23737.15401,680.514399,5.865573,680.514399
3322,Polygon ZM,3495,C-P212A,2.7,0.2,Lily Pond,10793.93332,378.383749,2.667237,378.383749
3323,Polygon ZM,3496,C-25-22A-P5162,0.7,0.2,Unnamed Water,2858.879276,253.769435,0.706444,253.769435
3324,Polygon ZM,3497,C-25-8-10-P214,5.3,0.4,Clark Pond,21402.16842,611.418627,5.288586,611.418627
3325,Polygon ZM,3498,C-25-26-4-P221,2,0.3,Black Brook Pond,8206.040273,457.773217,2.027755,457.773217
3326,Polygon ZM,3499,ONT-19-40-22-3-P487,86.2,4.2,Sunshine Pond,348875.53,6733.105639,86.208945,6733.105639
3328,Polygon ZM,3501,ONT-19-40-18-2-P5161,2.8,0.3,Unnamed Water,11472.2649,501.757233,2.834856,501.757232
3340,Polygon ZM,3513,SLC-P197,0.310474,0.08889,Unnamed Water,1256.449391,143.055446,0.310475,143.055446
3341,Polygon ZM,3514,SLC-32-20-95-1-P145,13.851351,0.65376,Nellie Pond,56054.65438,1052.126511,13.851395,1052.126511
3352,Polygon ZM,2625,ONT-19-81-18-17-P752-8-P774,35.8,1.2,Russian Lake,144680.2995,1924.2577,35.751249,1924.2577
3353,Polygon ZM,2626,ONT-19-81-18-P782D-7-P5336,1.6,0.7,Unnamed Water,6508.302131,1129.73789,1.608235,1129.73789
3354,Polygon ZM,2627,ONT-19-104-24-P976-P980,26.2,1.1,Chamber Lake,106213.9895,1833.486322,26.246025,1833.486322
3355,Polygon ZM,2628,ONT-19-57-9-1-P5108,1.9,0.3,Unnamed Water,7890.384104,527.588192,1.949755,527.588192
3356,Polygon ZM,2629,ONT-19-81-44-7-1-P822,7.1,0.5,Doe Pond,28889.93649,836.423142,7.138852,836.423142
3357,Polygon ZM,2630,ONT-19-40-P493-21-P5320,3.9,0.5,Unnamed Water,15810.97372,740.753466,3.906973,740.753466
3358,Polygon ZM,2631,ONT-19-P600,8.2,0.5,Parsons Pond,33349.32032,807.261592,8.240789,807.261592
3359,Polygon ZM,2632,ONT-19-81-7-1-P701-1-4-P705,8.7,0.7,Cedar Pond,35238.68492,1084.117365,8.707661,1084.117365
3360,Polygon ZM,2633,ONT-19-81-61-14-P886,2,0.3,Jimmy Pond,7918.169544,442.181601,1.956621,442.181601
3361,Polygon ZM,2634,ONT-19-81-51-P838,336.2,7.8,Canachagala Lake,1360558.375,12560.56972,336.200999,12560.56972
3363,Polygon ZM,2636,ONT-19-40-P493-7-P528-1-P529,119.5,3.1,Negro Lake,483580.6676,5004.230586,119.49528,5004.230586
3364,Polygon ZM,2637,ONT-19-P694,6.4,0.4,West Pine Pond,26045.41362,634.94416,6.435956,634.94416
3365,Polygon ZM,2638,ONT-19-57-5-1-P615,6.2,0.5,North Pond,24929.51116,804.482165,6.160211,804.482165
3369,Polygon ZM,3004,ONT-19-P862,4.2,0.4,Carter Mudhole,16926.54995,590.619545,4.182638,590.619545
3379,Polygon ZM,3014,SLC-32-81-P238-2-P5206,0.830671,0.22877,Unnamed Water,3361.618244,368.170271,0.830673,368.170271
3384,Polygon ZM,3317,C-25-P5158,3.2,0.4,Unnamed Water,12948.33413,597.668406,3.1996,597.668406
3385,Polygon ZM,3318,C-25-P5159,2.7,0.4,Unnamed Water,11098.97825,650.879959,2.742615,650.879959
3386,Polygon ZM,3319,C-P5164,2.9,0.3,Unnamed Water,11898.08404,529.965877,2.940078,529.965877
3387,Polygon ZM,3320,C-25-26-4-5-2-P225,26.6,1.3,Military Pond,107731.3565,2055.989716,26.620974,2055.989716
3391,Polygon ZM,3324,C-96-4-P351,41.4,2.2,Sherman Lake,167598.8072,3612.349476,41.414531,3612.349476
3392,Polygon ZM,3325,C-48-26-8A-P5224,3.5,0.4,Unnamed Water,14359.16611,692.498039,3.548224,692.498039
3396,Polygon ZM,3329,C-25-26-25-P5189,9.7,0.8,Marsh Pond,39266.35521,1258.986235,9.702919,1258.986235
3397,Polygon ZM,3330,C-25-26-25-2-P235,2.7,0.3,Marsh Pond,10813.53152,445.927733,2.672079,445.927733
3398,Polygon ZM,3331,C-25-26-28-P246,4.9,0.3,Coldspring Pond,19660.15025,552.640834,4.858125,552.640834
3399,Polygon ZM,3578,C-P242,9.4,0.5,Tom Peck Pond,38170.50661,873.039935,9.432129,873.039935
3400,Polygon ZM,3579,C-25-26-28-1-P240,5.8,0.5,Little Cherrypatch Pond,23325.25029,813.328171,5.76379,813.328171
3401,Polygon ZM,3580,C-P5193,1.1,0.2,Unnamed Water,4414.787285,253.84744,1.090917,253.84744
3402,Polygon ZM,3581,C-P250-1-P251,15.9,0.7,Echo Lake,64430.65681,1147.892025,15.921148,1147.892025
3403,Polygon ZM,3582,C-25-26-35-5-P5137,6.7,1,Unnamed Water,26996.35869,1557.063373,6.67094,1557.063373
3404,Polygon ZM,3583,C-25-26-42-1-P264,25.8,0.9,Heart Lake,104253.6649,1400.772802,25.761619,1400.772802
3405,Polygon ZM,3584,C-48-26-32-P314,78.4,3,Nichols Pond,317203.4675,4772.037608,78.382615,4772.037608
3406,Polygon ZM,3585,C-86-3-8-P340,37.3,2.2,North Pond,151012.4083,3462.657808,37.315946,3462.657808
3407,Polygon ZM,3586,C-86-3-7-P339,5.6,0.5,Mud Pond,22570.31298,760.852597,5.577241,760.852597
3408,Polygon ZM,3587,C-P5231,0.5,0.1,Unnamed Water,1898.326862,222.153353,0.469086,222.153353
3409,Polygon ZM,3588,C-P5232,2.6,0.3,Unnamed Water,10569.68305,485.779996,2.611823,485.779996
3410,Polygon ZM,3589,C-P333,2.6,0.3,Rhododendron Pond,10563.63488,409.468433,2.610329,409.468433
3411,Polygon ZM,3590,C-86-3-P5233,17.1,0.7,Unnamed Water,69185.487,1114.20661,17.096091,1114.20661
3412,Polygon ZM,2639,ONT-19-81-18-P718,74.2,2.2,Nelson Lake,300452.1192,3491.907238,74.24327,3491.907238
3413,Polygon ZM,2640,ONT-19-57-14-P5244,0.1,0.1,Unnamed Water,497.54793,83.857787,0.122947,83.857787
3414,Polygon ZM,2641,ONT-19-40-15-P5153,9.8,0.9,Unnamed Water,39532.30466,1455.26511,9.768637,1455.26511
3415,Polygon ZM,2642,ONT-19-40-P493-32-2D-P5344,3.1,0.3,Lost Pond,12542.94655,491.742458,3.099427,491.742458
3418,Polygon ZM,2645,ONT-19-104-24-P976-2-P977,148.7,3.1,First Lake,601770.7394,5065.080135,148.700657,5065.080135
3419,Polygon ZM,2646,ONT-19-81-18-12-P725,16.4,1.4,Unnamed Water,66466.53344,2252.511813,16.424224,2252.511813
3420,Polygon ZM,2647,ONT-19-104-P981,312.5,8,Sand Lake,1264574.051,12943.22967,312.482777,12943.22967
3427,Polygon ZM,2654,ONT-19-40-P493-19-P539-5-P541-7-P565,78.3,1.9,Shingle Shanty Pond,316867.4504,3052.267342,78.299583,3052.267342
3428,Polygon ZM,2655,ONT-19-81-24-1-P803,5,0.5,Bloodsucker Pond,20219.44206,847.6689,4.996329,847.6689
3429,Polygon ZM,2656,ONT-19-40-P449-4-2-P5083,3.7,0.4,Unnamed Water,14844.09045,720.619528,3.668051,720.619528
3430,Polygon ZM,2657,ONT-19-81-7-1-P701-1-2-P702,8.1,0.8,Lost Lake,32667.86579,1345.59809,8.072398,1345.59809
3439,Polygon ZM,3025,C-P343,14.6,0.8,Parch Pond,59023.07878,1280.799276,14.584908,1280.799276
3440,Polygon ZM,3026,C-86-17-P342,4.9,0.5,Ensign Pond,19911.14468,829.810269,4.920147,829.810269
3441,Polygon ZM,3027,C-86-P345,14.2,1.2,Rockport Pond,57310.69027,1985.841759,14.161767,1985.841759
3442,Polygon ZM,3028,ONT-19-40-P493-7-P528,92.7,3.2,Witchhopple Lake,375341.4952,5078.526234,92.748821,5078.526234
3444,Polygon ZM,3030,ONT-19-81-18-17-P752-9-P777,38,2,Constable Pond,153955.2862,3265.578976,38.043146,3265.578976
3446,Polygon ZM,3332,C-25-26-25-P233,19.6,0.7,Owen Pond,79247.88863,1128.99779,19.582562,1128.99779
3447,Polygon ZM,3333,C-25-26-28-P245,4.2,0.6,Duck Pond,17126.7459,899.359767,4.232107,899.359767
3448,Polygon ZM,3334,C-25-26-28-P244,15.4,0.8,Long Pond,62377.41013,1208.426369,15.41378,1208.426369
3454,Polygon ZM,3340,SLC-32-6-P73,264.480057,4.599438,Deer River Flow,1070317.099,7402.093284,264.480881,7402.093284
3457,Polygon ZM,3343,C-101-P367-65-P393,12,0.6,Spectacle Ponds,48442.17576,1011.33855,11.970312,1011.33855
3459,Polygon ZM,3345,ONT-19-40-18-P5163,0.5,0.1,Unnamed Water,2172.506092,222.955633,0.536837,222.955633
3460,Polygon ZM,3346,ONT-19-40-18-P5197,0.6,0.2,Unnamed Water,2425.978991,247.620254,0.599472,247.620254
3461,Polygon ZM,3347,ONT-19-81-14-P5472,2.9,0.6,Unnamed Water,11808.11267,1028.42114,2.917846,1028.42114
3462,Polygon ZM,3348,ONT-19-81-60-P883,197.4,4.7,Lake Kora,798857.0524,7608.923985,197.401702,7608.923985
3463,Polygon ZM,3635,ONT-19-81-P890,107,2.7,Little Moose Lake,433142.9875,4297.062556,107.031869,4297.062556
3464,Polygon ZM,3636,ONT-19-81-18-P5447,1.3,0.4,Unnamed Water,5209.105379,568.389997,1.287197,568.389997
3465,Polygon ZM,3637,C-25-26-4-P227-4-2-P5096,8.5,0.5,Oncio Pond,34426.2348,811.393985,8.5069,811.393985
3466,Polygon ZM,3638,C-25-26-46-P5188,3.4,0.4,Marcy Dam Pond,13600.90619,566.257485,3.360854,566.257485
3467,Polygon ZM,3639,C-25-26-39-P261,2.7,0.3,Scott Pond,10769.54306,430.400527,2.66121,430.400527
3468,Polygon ZM,3640,C-25-26-39-P5138,2.5,0.4,Unnamed Water,10270.24976,586.708484,2.537832,586.708484
3469,Polygon ZM,3641,C-25-26-39-P263,1.6,0.3,Unnamed Water,6298.514585,433.899321,1.556395,433.899321
3470,Polygon ZM,3642,C-P273,3.8,0.4,Giant Washbowl,15517.21911,581.236849,3.834385,581.236849
3471,Polygon ZM,3643,ONT-19-40-P493-2-P498,79.4,2,Lyon Lake,321272.3229,3192.832021,79.38805,3192.832021
3472,Polygon ZM,3644,ONT-19-P5584,2.3,0.3,Unnamed Water,9292.69505,543.637221,2.296273,543.637221
3473,Polygon ZM,3645,ONT-19-40-P493-6-P5268,5.9,1,Unnamed Water,23863.57346,1555.381989,5.896812,1555.381989
3477,Polygon ZM,2658,ONT-19-40-P493-21-P571,26.4,1.6,East Pond,106853.1852,2575.536658,26.403974,2575.536658
3483,Polygon ZM,2664,SLC-32-20-49-12-2-P5195,1.013869,0.168315,Unnamed Water,4102.997652,270.878053,1.013872,270.878053
3485,Polygon ZM,2666,SLC-32-P257A-5-P264,270.560838,5.100391,Spitfire Lake,1094925.243,8208.30057,270.561681,8208.30057
3486,Polygon ZM,2667,SLC-P251,0.31688,0.100824,Unnamed Water,1282.3739,162.260707,0.316881,162.260707
3487,Polygon ZM,2668,SLC-32-88-P255,0.791955,0.153173,Unnamed Water,3204.942289,246.50898,0.791958,246.50898
3499,Polygon ZM,2680,ONT-19-81-55-6-P848,13.5,0.8,Upper Mitchell Pond,54511.5743,1222.927169,13.470091,1222.927169
3500,Polygon ZM,2681,ONT-19-104-24-P976-P980-1-P5581,3.5,0.5,Unnamed Water,14019.80474,793.324767,3.464366,793.324767
3501,Polygon ZM,2682,ONT-19-P5455,2,0.4,Unnamed Water,8089.379605,632.453363,1.998927,632.453363
3502,Polygon ZM,2683,ONT-19-81-7-1-P701-2-P708,12.4,0.7,Little Pine Lake,50069.03269,1191.607255,12.372316,1191.607255
3505,Polygon ZM,3032,ONT-19-P686,2.8,0.3,Unnamed Water,11325.68822,427.139375,2.798636,427.139375
3506,Polygon ZM,3033,ONT-19-57-9-P5118,6.2,0.7,Unnamed Water,25251.35951,1178.843788,6.239741,1178.843788
3508,Polygon ZM,3035,ONT-19-P638,9.3,0.9,Lennon Ponds,37785.76997,1391.981592,9.337059,1391.981592
3509,Polygon ZM,3036,ONT-19-40-22-1-P480,7.6,0.9,Cropsey Pond,30884.50618,1469.129298,7.631721,1469.129298
3510,Polygon ZM,3037,ONT-19-40-P493-19-P539-5-P541-7-3-P552-2-P560,57.9,1.5,East Pond,234335.9594,2356.383552,57.905625,2356.383552
3511,Polygon ZM,3038,ONT-19-40-18-P5162,1.2,0.3,Unnamed Water,4943.558971,486.982255,1.221579,486.982255
3512,Polygon ZM,3039,ONT-19-81-18-17-P752-7-1-1-P759,10.9,0.6,Otter Pond,44310.46188,982.178461,10.949344,982.178461
3514,Polygon ZM,3041,ONT-19-81-18-P782D-10-P787A-2-2-P791,10.8,0.8,High Rock Pond,43559.0292,1226.280185,10.763661,1226.280185
3515,Polygon ZM,3042,ONT-19-P5378,1.8,0.2,Unnamed Water,7243.951896,317.280175,1.790018,317.280175
3516,Polygon ZM,3043,ONT-19-57-10-3-P5225,3.2,0.6,Unnamed Water,12775.37518,958.463029,3.156861,958.463029
3518,Polygon ZM,3045,C-96-8-P352,19,0.8,Mud Pond,77007.30319,1343.880143,19.028902,1343.880143
3519,Polygon ZM,3046,C-100-5-P364,8.8,0.5,Buck Mountain Pond,35652.04855,786.9675,8.809805,786.9675
3520,Polygon ZM,3047,C-100-P365,17.7,0.7,Worcester Pond,71432.61704,1143.751101,17.651368,1143.751101
3521,Polygon ZM,3048,C-96-11-P353,13.2,0.7,Bear Pond,53492.57412,1157.091863,13.218291,1157.091863
3522,Polygon ZM,3049,C-101-P5251,12.9,1,Lord Howe Pond,52196.44785,1574.970649,12.898012,1574.970649
3523,Polygon ZM,3050,C-101-P367-65-5-7-P5303,2.6,0.4,Unnamed Water,10559.99543,625.765156,2.609429,625.765156
3524,Polygon ZM,3349,ONT-19-P636,3.2,0.3,Lennon Ponds,12865.01875,547.934174,3.179013,547.934174
3525,Polygon ZM,3350,ONT-19-57-7-3B-P5090,1.6,0.4,Unnamed Water,6582.824501,580.947558,1.62665,580.947558
3526,Polygon ZM,3351,ONT-19-81-44-9-P825,5.9,0.9,Unnamed Water,23761.8373,1521.211317,5.871673,1521.211317
3527,Polygon ZM,3352,ONT-19-81-18-17-15-P746-4-P5333,2.3,0.6,Unnamed Water,9239.628034,1012.443383,2.28316,1012.443383
3528,Polygon ZM,3353,ONT-19-40-22-P491,45,2.3,Moshier Ponds,182192.2498,3644.712514,45.020646,3644.712514
3529,Polygon ZM,3354,C-25-27-25-P271,23.7,1,Upper Cascade Lake,95808.27317,1548.2107,23.674719,1548.2107
